AgreedID,Speaker_id,MeetingID,faction,Chapter,faction1,office num 2,Speech_Len,Speech_Lem_basic,Speech_Lem_N,meet_type
10994,6138,2076,Lib,1377.1,AL,2,125,equito territorium romanus periculosus prouro romanus rephensibilis primus papa vicarius christus fors turbatio pax fiat pars patrimonium fiat potentia gens colligatus viriliter defendo nihilominus octo provideo ostendo periculum expecto responsio romanus | dico curo oblocutio que dico prosequor viriliter inceptum pecunia oportunus | ianue scribo civis noster rescribo occurro regratio ceterus | bologna revoco gens orator fiant conservatio pecunia peto fiat excusatio hanibal revertor illuc intentio | unio civis intendo,territorium romanus romanus papa christus fors turbatio pax pars patrimonium fiat potentia gens octo periculum responsio romanus | oblocutio inceptum pecunia | civis | bologna gens orator fiant conservatio pecunia fiat excusatio hanibal intentio | civis,r
10995,16380,2076,NA,1377.1,RI,1,71,equito ceterus octo provideo habeo respectus honor communis status pecunia conduco gens alis oportunus horto | regratio dux ianue rogo persequor que offero | orator bologna horto bononiensis libertas pecunia fiat excusatio ceterus reverto hanibal bononiensis | unio civis procedo sollicito capitaneus alis habeo offero ceterus,octo respectus honor status pecunia gens alis | dux ianue | orator bologna libertas pecunia fiat excusatio hanibal | civis capitaneus,r
10996,20112,2077,Lib,1377.1,0,2,48,desidero summe pax via procedo ignoro plene informo conditio bellum vel pax octo circa provideo modus via commune faciliter pax pervenio procedo electio officialis livellum pecunia habeo,pax via conditio bellum pax octo modus via commune pax electio livellum pecunia,a
11000,20112,2078,Lib,1377.1,0,2,51,gonfaloniere nihil desidero pax timeo littera eo impedio pax alis consilium varius nuovo autem dico octo sequor modus bonus pax habeo respectus littera missa honor status communis | circa unio civis realiter procedo,gonfaloniere nihil pax pax consilium octo modus pax respectus littera missa honor status | unio civis,r
11001,23067,2078,Lib,1377.1,AL,2,63,commune committo octus negotium bellum pax imo consulo equito vel equito arbitrium que pax duco commune quantum volo consilium habeo collegia capitaneis_partis decem_libertas alius civis voo consulo | unio provideo realiter,commune octus negotium bellum pax imo arbitrium pax commune consilium collegia capitaneis_partis decem_libertas civis | unio,r
11002,20112,2079,Lib,1377.1,0,2,77,provideo reformo octo officialis balia differo utilitas communis balis pax guerra | officialis castra eligo officialis fortifico castrum vicchius quarterium | pecunia provideo officialis castra habeo sufficientia aviso parsimonizo | circa unio deputo duo duo collegium duo decem_libertas una capitaneus provideo | ragionerius sollicito habeo pecunia regulator sollicito exequor factum ragionerius,octo officialis balia utilitas pax | castra officialis castrum vicchius quarterium | pecunia castra sufficientia | circa unio collegium decem_libertas capitaneus | ragionerius pecunia regulator ragionerius,r
11003,18090,2079,NA,1377.1,0,1,33,electio octus offero paratus faba sequo forma que pono | eligo quatuor fortifico vicchium habeo capomagister camerarium castra | reliquus dico gonfaloniere,electio octus faba forma | vicchium capomagister camerarium castra | gonfaloniere,r
11004,6138,2080,Lib,1377.1,AL,2,32,officialis abundantia vendo frumentum communis distribuo fiat onus civis | presens emo d modium frumentum postea novus fiat provisio sufficientia,officialis abundantia frumentum fiat onus civis | d modium frumentum fiat provisio sufficientia,r
11005,2622,2080,P.G.,1377.1,AL,1,25,officialis abundantia procuro unde habeo frumentum novus sufficientia refero tunc consulo prout puto bonus | frumentum communis gonfaloniere,officialis abundantia frumentum sufficientia | frumentum gonfaloniere,r
11006,20112,2081,Lib,1377.1,0,2,46,due collegium punio fenerator prout convenio | fortificatio vicchus intotus conmitto officium castrus presens futurus usque tempus reformatio contentus | unio sollicito procedo finis | locus ragionerium extraordinarius fiat electio alius sufficio,collegium fenerator | fortificatio vicchus intotus officium castrus tempus reformatio | unio finis | locus ragionerium fiat electio,r
11007,18090,2081,NA,1377.1,0,1,35,gonfaloniere | ordino officialis grascies bullettus bestia vel piscium sine officialis carnium consensus,gonfaloniere | grascies bullettus bestia piscium carnium consensus,r
11009,6138,2082,Lib,1377.1,AL,2,61,confero capitaneus consilium commendo capitaneus eligo parvus numerus una duo collegium decem_libertas habeo pratico que utilis communis partis domus partis pratico iste materia que dictum sufficio,capitaneus consilium capitaneus numerus collegium decem_libertas partis domus partis materia,r
11011,7202,2082,P.G.,1377.1,AL,5,17,que obtineo capitaneus arrotus bonus sufficientia sequor,capitaneus arrotus sufficientia,r
11014,3671,2083,NA,1377.1,0,2,54,dico capitaneus refero quantumcumque bonus suffficio bonus status contentatio guelf placent taliter provideo honor status communis guelf praticus teneo domus partis provideo sicut reputo benefactus,capitaneus bonus status contentatio guelf placent honor status guelf domus partis benefactus,a
11015,2622,2083,P.G.,1377.1,AL,1,54,duo collegium adhuc pratico modus debeo utilis contentio guelf civis expedio porto capitaneus curo res bonus finis dedico salvus utilis intervenio colloquium tunc praticus teneo palatium,collegium modus contentio guelf civis capitaneus res finis colloquium palatium,a
11017,19183,2084,Lib,1377.1,RI,2,23,quando deliberatio factus capitaneis_partis collegia consulo faba que honor status communis,deliberatio capitaneis_partis collegia faba honor status,r
11020,20112,2085,Lib,1377.1,0,2,89,respondeo bologna sicut octo placeo | pono florenus libra comitatinus solvo tres pagus prout placeo | eligo quarterium procuro pecunia a subditus districtualis alius | auctoritas octus livellus quinque sollicito offitio exerceo | octo sollicito procuro hostis noster territorium habeo capitaneus guerra | sedecim moneo aviso invenio modus pecunia habeo aliunde praestantia | ambaxiator venetus honoro,bologna octo | florenus libra comitatinus pagus | quarterium pecunia subditus | auctoritas octus livellus offitio | octo hostis territorium capitaneus | sedecim modus pecunia praestantia | venetus,r
11021,2622,2085,P.G.,1377.1,AL,1,19,gonfaloniere | provideo habeo gens noster colligator paro defensio comitatus territorium noster,gonfaloniere | gens colligator defensio comitatus territorium,r
11022,6138,2086,Lib,1377.1,AL,2,105,circa pax littera habito urbs octo revideo consulo expedio exequor | similiter circa littera habito bologna imola provideo respondeo prout expedio | habeo pecunia fiat inponitus comitatus alis dico procuro a districtualis amicus praestantia alius modus habeo | intendo electio quatuor prudens vir presens consulo octo_guerer oportunus voo informatio plenus postis quatuor provideo octus remaneo iste quatuor novus,pax littera urbs octo | littera bologna imola | pecunia fiat comitatus districtualis amicus praestantia modus | electio vir octo_guerer plenus octus,r
11023,23067,2086,Lib,1377.1,AL,1,62,una octo_balie collegium circa pax pratico exequor orator urbs | circus littera bologna imolis octo provideo respondeo | circa pecunia offeruntse paratus faba modus propono | reformatio octus officialis balia habeo bonus pax presens suprasedeo | unio procedo,octo_balie collegium pax orator urbs | circus littera bologna imolis octo | circa pecunia faba modus | reformatio octus officialis balia pax | unio,r
11024,20112,2087,Lib,1377.1,0,2,92,octo provideo circa conductor factus anglicus commune habeo honor procuro colligo concurro expensis capio talis securitas gens servio capitulum secretum | mitto capitaneis_partis alis sex civis procuro habeo huc multum relo propono collegium volo offero paratus | habeo officialis deputo habo pecunia sollicito habeo pecunia ulterus fiat praestantia aliter habeo,octo conductor anglicus commune honor expensis securitas gens capitulum secretum | capitaneis_partis civis collegium | officialis pecunia pecunia fiat praestantia,r
11025,16380,2087,NA,1377.1,RI,1,56,conductus anglicus undecumque procuro pecunia offero paratus faba ceterus secretum anglicus conduco bernabonus ordino equito requisitor communis | unio pratico capitaneis_partis satis sufficio procedo executio sine amissio tempus,anglicus pecunia faba secretum anglicus bernabonus requisitor | unio capitaneis_partis executio amissio tempus,r
11026,6138,2088,Lib,1377.1,AL,2,20,factum sedecim pratico refero postea consulo | factum unio huc pratico refero consulo,factum sedecim | factum unio,r
11028,3671,2089,NA,1377.1,0,2,114,accipio a bernabone (person) mutuus florence xxx milla nullus fiat honor communis preparo pecunia tempus locus oportunus imolis vel alibi fama noco multum commune magnus necessitas pecunia solvo factum iuramentum gens conduco anglicus | unio fiat delibero capitaneus presens sufficio alius modus | secundum confero provideo offero faba | provisis sedecim moneo singulariter lego qualis qualis consulo postea fiat partitus faba obtinebo procedo alius,bernabone (person) florence xxx milla fiat honor pecunia tempus locus imolis fama commune necessitas pecunia factum iuramentum gens anglicus | unio fiat capitaneus modus | faba | provisis sedecim fiat partitus faba,r
11030,20112,2090,Lib,1377.1,0,2,42,pars placent quantum limitatio petitius duo duo collegium duo decem_libertas pratico refero postea consulo sapiens alius pars predecessor,pars limitatio petitius collegium decem_libertas sapiens pars predecessor,r
11031,16380,2090,NA,1377.1,RI,1,15,quantuscunque placeo ordino pars cras consulo credo,pars,r
11033,3671,2091,NA,1377.1,0,2,101,littera rego respondeo prout | alia littera octus provideo respondeo | ambaxiator rego octus collegium eligo pratico responsio iustifico causa communis assumptio defensor ostendo dispositio communis pax curo habeo plenus notitia que habeo a papa circa pax | magnifice honoro mitto confector cera bladus equus vinum prout placeo postea secundum processus provideo fiat comunium honorabilis quando | circa unio sapiens dico provideo offero,littera rego | alia littera octus | rego octus collegium responsio causa assumptio defensor dispositio pax notitia papa pax | confector cera equus vinum processus fiat comunium | unio sapiens,r
11034,2622,2091,P.G.,1377.1,AL,1,79,quantum habeo octo collegia quantum palatium seu hospicium pratico totus descendo particularitas orator postea refero consulo | honoro magnifice arbitrium saltem praesento cera confector bladus vinum fiat honorabilis convivivus um | circus littera octus provideo respondeo | sapiens habeo provideo unitas ceterus coram collega refero postea consulo,octo collegia palatium hospicium particularitas orator | arbitrium cera confector bladus vinum fiat um | circus littera octus | sapiens unitas collega,r
11035,3671,2092,NA,1377.1,0,2,103,audio que ordino circa petitio placeo salvus pena annexus petitio obtinero placet metus paene nullus petitus contra petitio multe plus fabis nigre imus recido modificatio petitio obtino requisitio impetitus tres dies teneo pono partitus petitio condemno usque libra xxv petitio contineo | procedo quantum que pars domus partis provisa firmo aliter,petitio pena petitio metus petitio fabis imus modificatio petitio requisitio dies partitus petitio libra petitio | pars domus partis,r
11036,18090,2092,NA,1377.1,0,1,24,sine perdo tempus procedo provisio facte dicto circa petitio parx domus partis simil firmo effectus pono,tempus provisio petitio parx domus partis simil effectus,r
11037,3671,2093,NA,1377.1,0,2,31,petitio provideo prout supere heri materia consulo | relo abundantia procedo prout refero comodia frumentum fornarius gabella granus bladus,petitio materia | abundantia comodia frumentum fornarius gabella bladus,r
11038,18090,2093,NA,1377.1,0,1,50,procedo secundum consilium gonfaloniere pratico domus partis induco concordia pena a decem libra usque mxxv minus multum quantum declaro pono petitio obtentus | abundantia gonfaloniere,consilium gonfaloniere domus partis concordia pena libra mxxv petitio | abundantia gonfaloniere,r
11039,19795,2094,NA,1377.1,0,2,32,petitio pecunia peto papa nihil consulo | census tempus procuro magnus tempus | conductor finio tempus procuro commune remaneo liber sicut commune,petitio pecunia papa nihil | census tempus tempus | conductor tempus commune commune,r
11040,2622,2094,P.G.,1377.1,AL,1,42,pecunia tempus procuro utilitas communis | conductor tempus pratico sto iste praticus duo vel tres dies peto commune p remaneo liber obtineo tunc consulo prout bonus credo,pecunia tempus utilitas | conductor tempus praticus dies p,r
11042,19183,2095,Lib,1377.1,RI,2,34,duo collegium conor scio orator multum habeo octo provideo mitto vel mitto orator prout placeo totus reputo bene,collegium orator octo orator,r
11043,23067,2095,Lib,1377.1,AL,1,105,orator pars communis mitto curia donec habeo responsio litterae missa illus orator curia redeo orator rego respondeo commune pax mitto bis curia pax desidero ultrus responsio duo difficultas pecunia excessive dimissio colligatum quando habeo pax convenio commune paratus colligo habeo alius dico dico nullus obtinero parve alis habitus exoneratio collegius discedo fiat consilium requisitus expono,orator pars curia responsio litterae missa orator curia orator rego commune pax curia pax responsio difficultas pecunia dimissio colligatum pax paratus habitus exoneratio collegius fiat consilium,r
11044,23147,2095,Lib,1377.1,RI,3,58,respondeo sicut dico duodecim dico quando papa voo commune mitto orator assigno urbs securus iste orator divulgo pax bonus tutus effectus minus apporto orator noster curia exoneratio collegium provideo prout placeo,duodecim papa commune orator urbs orator pax tutus effectus orator curia exoneratio collegium,r
11045,20112,2095,Lib,1377.1,0,2,24,responsio orator fiat ultra habeo prout duodecim octus consulo circa exonero provideo prout dico octus,responsio orator fiat octus exonero octus,r
11046,19183,2096,Lib,1377.1,RI,2,83,factum tracto pax gestum duo collegium dico alius honoro sicut placeo orator reginalis | factum petitio partis deputo duo collegium pratico quando petitio obtino petitio contra petitio obtineo tridium teneo pono partitus condemno a libra xiium xxv prout placeo obtino quinque faba procedo valeo,factum pax gestum collegium orator reginalis | factum petitio partis collegium petitio petitio petitio tridium partitus libra xiium xxv faba,r
11047,2622,2096,P.G.,1377.1,AL,1,48,zelator pax concordie extra circa petitio modificatus pars provideo capitaneus bene provideo procedo | colloquor ceterus gonfaloniere pecunia que debeo expo honoro collegia honoro orator prrname,zelator pax concordie petitio modificatus pars capitaneus | gonfaloniere pecunia collegia orator prrname,r
11048,19183,2097,Lib,1377.1,RI,2,29,duo collegium alis pratico circa unio alius deputo iterum teneo praticus predictus res totus desero deficio,collegium unio res totus,r
11049,16380,2097,NA,1377.1,RI,1,86,que alis consultum petitio procedo elevo testis necesse probo petitio petitio que obtinero remaneo condemno libra xxv contra petitio peto salvus quinque dies talis absolvo duo collegium mitto partem guelf pratico aliquo mitto quin fiat unium magnus discordia converto,consultum petitio testis petitio petitio libra xxv petitio dies collegium partem guelf unium discordia,r
11050,3671,2098,NA,1377.1,0,2,139,octo_balia respondeo ambaxiator marchio ostendo orator marchius volo securo inimicus communis ostendo error marchio consentiro securitas iustifico deliberatio communis | factum senensis mordeo malum custodia provideo prout credo oporteo | littera curia octo_balia locus tempus oportunus provideo responsio littera fiat bulletinus scio secretum pazinus alexandro proseneo procedo contra revelantus | unitas procedo verbum pars fiat partitus faba sicut obtinebo procedo respondeo provido parte firmo alis nihil intelligo contra ordinamentum fiant vulgaris extra intentio traho vel exto,octo_balia marchio orator marchius inimicus error marchio securitas deliberatio | factum malum custodia | littera curia locus tempus responsio littera fiat bulletinus secretum pazinus alexandro | unitas verbum pars fiat partitus faba parte nihil ordinamentum intentio,r
11051,18090,2098,NA,1377.1,0,1,68,octo_balie respondeo provideo circa ambaxiator marchio prout utilis reipublice iudico | factum senensis octo provideo reputo benefactus | littera octus provideo revelatio secretum modus propono notificans invenio punio notifico habeo florence d arma | unitas procedo sine perdo tempus sicut consultum gonfaloniere offero faba,octo_balie marchio reipublice | factum octo | littera octus revelatio secretum modus d arma | unitas tempus consultum gonfaloniere faba,r
11052,3671,2099,NA,1377.1,0,2,25,novus informatio colloquium habeo circa unio guelf spero celator partis concordie fideliter prudens provideo,colloquium unio guelf celator partis,r
11053,16380,2099,NA,1377.1,RI,1,49,unio alis pedis consulo puto utilis res publice rogo capitaneus confero procedo provideo bonus medium vel medium collegia circa operor insudeo effectus demando,unio pedis res capitaneus medium medium collegia effectus,r
11054,20112,2100,Lib,1377.1,0,1,105,factum unio mitto hodie capitaneis_partis habeo sex praticus procuro effectus bonus sequor concordia cittadinantia | littera habeo pistorius error nicholaus dico bis reperio sacculum antianus mitto civis reformatio corrigo error induco solvo conveniens alis soo | littera habeo curia octus provideo prout convenio rogo pazinus vado mitto collegio,factum unio capitaneis_partis effectus bonus concordia cittadinantia | littera pistorius error nicholaus sacculum antianus civis reformatio error | littera curia octus pazinus collegio,r
11055,16380,2100,NA,1377.1,RI,2,169,volo bis antianus pistorius nimis ideo scribo efficaciter capitaneus alius extraho ipsis removeo | procuro modus habeo pecunia conveniens ingrate habeo contra commune | unio sex civis duo collegium vado domus partis expono libero induco consilium consentio obtino procuro bonus medium tantus bonus remaneo | littera curie electio orator praeparo fiat talis commissio generalis auctoritas conmissio conveniens congruus pax assumo differentia occurro alius medium orator reginalum presens talis commune habeo confidentia pazinus mitto alius eligo locus vel alius quatuor vado,pistorius capitaneus | modus pecunia commune | unio civis collegium domus partis consilium medium | littera curie electio orator fiat commissio auctoritas conmissio pax differentia medium orator reginalum commune confidentia pazinus locus,r
11056,20112,2101,Lib,1377.1,0,2,16,circa unio intentio capitaneus pono partitus obtinebo sequor,unio intentio capitaneus partitus,r
11057,2622,2101,P.G.,1377.1,AL,1,27,capitaneus ordino circa unio procedo fiat salvus siquus differentia consilium gonfaloniere dirimo prout utilis puto,capitaneus unio fiat differentia consilium gonfaloniere,r
11058,6138,2101,Lib,1377.1,AL,1,43,differentia consilium gonfaloniere contento dirimo prout utilis credo intentio dico negatus fiero suscipio omis partitus fabarum sequor turbo,differentia consilium gonfaloniere intentio omis partitus fabarum,r
11059,6138,2102,Lib,1377.1,AL,1,70,circa unio procedo forma declaro teneo partitus absolvo petitio obtentus ter teneo iuro reddo faba nigrus absolvo partitus remaneo condemno talis condemnatio praeiudicium qualis prosequor ius curia ordinarium,unio forma partitus petitio faba partitus condemnatio praeiudicium ius curia ordinarium,r
11061,20112,2103,Lib,1377.1,0,2,87,duo collegium que confero circa unio reduco vulgaris postea pono partitus obtinebo sequor quantum confero pars firmo | questio habeo ser nicholaus ser ciutus officialis livellus octus provideo | mitto orator curia pax nihil statuo donec roggerius que habeo tunc delibero utilis expedio provido salus orator,collegium unio partitus pars | questio nicholaus ser ciutus livellus octus | orator curia pax nihil roggerius salus orator,r
11062,2622,2103,P.G.,1377.1,AL,1,47,cogo duo collegium alius sex civis pratico circa unio hodie reduco iscriptus vulgariter postea provideo aliquando complementum bonum | controversia habeo ser nicholaus officialis livellum compono prout convenio,collegium civis unio iscriptus complementum bonum | controversia ser nicholaus livellum,r
11063,20112,2104,Lib,1377.1,0,2,16,que provideo circa unio pono partitus bonus status civitas guelf,unio partitus status civitas guelf,r
11065,20112,2105,Lib,1377.1,0,2,10,unio paulus | negocium tirlis,unio paulus | negocium tirlis,r
11066,1115,2105,NA,1377.1,0,1,20,alis consulo paulus considero communis recolligo faba collegium,paulus faba collegium,r
11067,20112,2106,Lib,1377.1,0,2,35,factum tirlis dico habeo consilium probus vir praticus talis utilis destuo alis destruo provideo taliter custodia commune totus dictus locus,factum tirlis consilium vir praticus custodia commune locus,r
11068,16380,2106,NA,1377.1,RI,1,22,fortilitia tirlus destruo provideo bonus custodia locus siquid deficio fortificatio habeo officialis castrorum provideo,fortilitia tirlus custodia locus fortificatio officialis castrorum,r
11069,19967,2107,NA,1377.1,0,2,67,colloquium habeo circa unio offero paratus laboro presens ignoro que confero placeo notus simil postea consulo | electio factum orator iturus pax curia multum contento offero paratus oportunus pax | petitio mitto offero paratus rogo petitio civilis debeo admitto recipio,colloquium unio notus simil | electio orator pax curia multum pax | petitio petitio,r
11070,2622,2107,P.G.,1377.1,AL,1,26,factum unio procedo executio colloquium offero faba ceterus | orator contento rogo mitto talis informatio pax obtineo,factum unio executio colloquium faba | orator informatio pax,r
11071,4774,2108,NA,1377.1,0,2,76,petitio causa civilis vado officium decem_libertas criminalis porrigo pratica detineo paro duo collegium utilis | negocium battitor provideo comitatinus aliquo civitas civis aduno vado batto sine conscientia | vulterra mitto duo bonus confido concordeo reformatio officium provideo salus concordie dicte terreo,petitio causa officium pratica collegium | negocium battitor civitas civis conscientia | vulterra bonus reformatio officium salus concordie,r
11072,16380,2108,NA,1377.1,RI,1,80,cito mitto duo probes civis vulterra passionas reformo civitas concordo provideo ilis gens sinister evenio | coadunator frustatus dico extra civitas comitatinus frusto civitas intro audio circa civis autem decem_libertas informatio periculum provideo alis dimitto devotio alius dico civis permitto frustro disciplina sicut placet,probes civis vulterra passionas civitas gens | coadunator frustatus civitas civitas circa civis decem_libertas periculum devotio civis disciplina,r
11073,19984,2109,NA,1377.1,RI,2,43,octus respondeo littera bernabone (person) | factum montiscatinus dissensio habeo propter extimus scribo vicarius vallis nebule circa provideo poto | factum petitio gangalandus alius peto removeo poto supersedeo provideo fiunt necessarius poto,octus littera bernabone (person) | factum montiscatinus dissensio vicarius vallis nebule | factum petitio gangalandus,r
11074,1115,2109,NA,1377.1,0,1,44,octus respondeo bernabone (person) | factum montiscatinus vicarius scribo vado illuc invenio extimus distribus secundum extimus | factum potantus comitas supersedeo | mensur pondus districtus vallis nebule vallis arnus ubique reduco pondus mensura communis florence,octus bernabone (person) | factum montiscatinus vicarius extimus extimus | factum potantus comitas | mensur pondus vallis nebule vallis arnus pondus mensura florence,r
11075,10675,2109,NA,1377.1,0,2,37,factum unio civilis petitio decem_libertas criminalis paro collegium pratico factum factum circa collatio respondeo principe,factum unio petitio decem_libertas collegium factum factum collatio,r
11076,19967,2110,NA,1377.1,0,2,92,scribo capitaneus volterra orator communis operor civitas reformo concorditer secundum concordo procedo concordia fiat reformatio prout consuesco pars quinque alius quatuor | procedo unio civis | factum petitio capitaneus milito filius fiat honor transeundus expensis florence sicut communis dico | scribato vicarius vallis nebule capitanus pistorius povideo circa bonus custodia provideo gens oportunus | provideo astorgius expugnatio liga reduco,volterra orator civitas concordia fiat reformatio pars | unio civis | factum petitio filius fiat honor florence communis | vicarius vallis nebule pistorius custodia gens | astorgius expugnatio liga,r
11077,16380,2110,NA,1377.1,RI,1,46,circa unio procedo sicut alis ordino | civitas volterra reformo secundum sententia latus communis florence scribo ambaxiator procuro | scribo capitaneus communis volterra talis forma executor mando | scirbato vicarius ceterus gonfaloniere sinister evenio,unio | civitas volterra sententia communis florence ambaxiator | capitaneus volterra forma executor | vicarius gonfaloniere,r
11078,19303,2111,Lib,1377.1,0,2,48,petitio devo procedo respondo faba prout credo convenio | venditio domus vedo officialis livellum vo revoco vendo complaco potere circulus civis aliter | capitanus populus venturo fiat integer gratia tempus preventio,petitio faba | venditio domus officialis livellum circulus civis | capitanus populus venturo fiat gratia tempus preventio,r
11079,18090,2111,NA,1377.1,0,1,37,domus que vendio officium livellus que stirpa circulus vo libere remaneo sicut primus | capitaneus futurus fiat gratia medietas tempus preventio | petitio ceterus gonfaloniere,domus officium livellus stirpa circulus primus | capitaneus fiat gratia medietas tempus preventio | petitio gonfaloniere,r
11080,19303,2112,Lib,1377.1,0,2,20,provideo electio defensor circa potestarius fiat detractio oportuna oportet limito praticus defensor,electio defensor fiat detractio defensor,r
11081,2622,2112,P.G.,1377.1,AL,1,34,potestarie sto firme salvus necessarius removeo nihilominus circa defensor electio provideo fiant ordinamentum contra potens illicitus excedo,defensor electio fiant ordinamentum potens,r
11082,8791,2113,NA,1377.1,RI,2,32,doleo discordia que rodulfus bartholus factum monticulus ideo remedium procuro concordia honoro venante bartholus,discordia rodulfus bartholus factum monticulus remedium concordia venante bartholus,r
11083,1115,2113,NA,1377.1,0,1,21,impono octus officialis balia dictus concordia plene informo honoro predictus dico gonfaloniere,octus balia concordia gonfaloniere,r
11084,19984,2114,NA,1377.1,RI,2,23,petitio contra filippus cionettus pierus filippus albiza procedo sicut puto honor officium,petitio filippus cionettus pierus filippus albiza honor officium,r
11085,18090,2114,NA,1377.1,0,1,33,petitio porrigo contra filippus cionettus pierus filippus albiza sapiens consulo procedo sequor consilium habeo a sapiens,petitio filippus cionettus pierus filippus albiza consilium sapiens,r
11086,8791,2115,NA,1377.1,RI,2,41,dolo immensus discordia que camerinus sanctus severinus considero octo plene informo operor circa concordia secundum honorabilis communis,immensus discordia camerinus severinus octo concordia,r
11087,18090,2115,NA,1377.1,0,1,32,gonfaloniere pax summo pontifice turbo nihilominus multum parve arbitrium octus totus reputo benefactus,gonfaloniere pax summo pontifice nihilominus arbitrium octus benefactus,r
11088,19303,2116,Lib,1377.1,0,2,31,consilium hodie huc videlicet procuro pax dictus obtino octo provideo circa prout honor communis credo convenio,consilium pax octo honor,r
11090,8791,2117,NA,1377.1,RI,2,43,electio capitaneus guerra magnus utilitas communis intendo octus officialis balia eligo iohannes opizis vel prefulgidus sufficio | scribato orator communis curia sollicite procuro pax habeo pax desidero volo | querelis rodulfus octo provideo,electio capitaneus guerra utilitas octus officialis balia iohannes opizis | orator curia pax pax | querelis rodulfus octo,r
11091,21048,2117,NA,1377.1,0,1,91,modus teneo bononies rodulfus circa concordia multum dolo augeo vis hostis dificio promissum nihilominus octo_balia circa rodulfus provideo prout convenio | factum capitaneus guerra octus provideo conduco iohannes opo vel titulus capitanus vel provisio magnus utilitas communis pax fieret commune exonoro expensis | scribato orator curia conor scio modus ultrus voluntas papa circa concordia habitus tunc consulo,modus bononies rodulfus concordia multum vis hostis promissum octo_balia rodulfus | factum guerra octus iohannes opo titulus capitanus provisio utilitas pax fieret commune | orator curia modus voluntas papa concordia,r
11092,19984,2118,NA,1377.2,RI,2,10,octo_balie refirmo tempus,octo_balie tempus,r
11093,26147,2118,NA,1377.2,0,1,25,officium octo_balia communis summe necessarius penitus fiat qualiter quando civis reformo arbitrium,officium octo_balia summe fiat civis arbitrium,r
11094,19303,2119,Lib,1377.2,0,2,92,vicarius vallis nebule operor circa pax tranquillitas communis montiscatinus punio aufero damnatus ignis pons officium pertineo intendo bonus custodia | licentia eo curia peto filippus corsina octus provideo | octo livellum habeo moneo exigo pecunia a civis querimonia fiat oportet gravo plus civis parvus portabilis | littera ambaxiator curies romane octo provideo sollicito provideo pax communis,vallis nebule pax tranquillitas montiscatinus damnatus ignis pons officium custodia | licentia curia filippus corsina octus | livellum pecunia civis querimonia civis | littera curies romane octo pax,r
11095,26147,2119,NA,1377.2,0,1,11,salvus filippus licentia peto quando voo,filippus licentia,r
11096,19967,2120,NA,1377.2,0,2,147,habo pecunia  no praestantia offero faba | factum miniatus lapus presentia collegiorus habeo potestas rogo provideo futurum talis causa occurro provideo septem mercantia petitio | factum salis provideo officialis scio verbum dico ser iohannes rifredus res inhonestus punio alius transeo exemplum | reformatio communis florentiolis habeo officialis florentielis provideo circa suspicio alius | capturus nero factum masus funaiuolum teneo barigellus mucellus apertus sena teneo barigellus staggia communis expensis senensis florence | officialis gabella fiat modus elector committo communis modus | addo officium octo probius vel provideo quinque mitto marchio coppus | factum aghinolfus ius,pecunia  praestantia faba | factum miniatus presentia collegiorus potestas futurum causa mercantia petitio | factum officialis verbum dico ser iohannes rifredus res exemplum | reformatio florentiolis officialis florentielis suspicio | capturus nero factum masus funaiuolum barigellus mucellus sena barigellus staggia senensis florence | officialis gabella fiat modus elector modus | officium octo probius marchio | factum aghinolfus ius,r
11097,10389,2120,Lib,1377.2,0,1,128,pecunia habeo fiat imponitus differo dies donec habeo bonus novus | factum miniatus rogo poto presentia collegius honestas mercator hnonlatin intentio | habeo officialis gabella salis sollicito provideo circa factum salis prout utilis communis punio ser iohannes quantum exemplum | reformatio florentiolus duo collegium teneo praticus refero | officilis gabella eligo ceterus dico gonfaloniere | factum nero habeo scio cepio fiat iusticia aperte senensis habeo bargellus expensis communibus sto staggium | officialis livellum habeo reprehendo moneo extraho pecunia a civis dulciter moderatus concordia | aghinolfus fiat ius,pecunia fiat dies bonus | factum miniatus presentia collegius honestas mercator intentio | officialis gabella factum ser iohannes exemplum | reformatio florentiolus collegium | officilis gabella gonfaloniere | factum nero fiat iusticia bargellus communibus staggium | officialis livellum pecunia civis concordia | aghinolfus fiat ius,r
11098,19303,2121,Lib,1377.2,0,2,22,regulator officialis ragioneria extraordinarius pratico relatus postea refero sequor,regulator officialis ragioneria,r
11099,15125,2121,P.G.,1377.2,0,1,15,gonfaloniere salvus duo solidus libra fiat prout,gonfaloniere solidus libra fiat,r
11100,8791,2122,NA,1377.2,RI,2,29,postquam deus hodie iohannes franciscor magalottus humanus exemo honoro sepultura quantus honorabiliter convenio offero que decerno secuturus,deus iohannes franciscor magalottus sepultura,r
11101,10389,2122,Lib,1377.2,0,1,24,fiat honor ceterus prout socius videlicet officium octo duco ordino suspendo ordinamentum exequus mortuus offero ceterus,fiat honor socius officium octo ordinamentum exequus mortuus,r
11102,8791,2123,NA,1377.2,RI,2,67,collegia differo cras provideo circa electio officialis livellum | aghinolfus bardus cepio montagutus iuridex cogo donec satisfactum | bonus rebellium sequor regulator refero | relictus factum clericus  postquam consentio balis rationarius extraordinarius accipio | duo solidus libra promissio denuntio possessio rebellium servo fides communis solvo eido | molendinus communis loco,collegia cras electio officialis livellum | aghinolfus bardus montagutus iuridex | rebellium regulator | factum clericus  balis rationarius | solidus libra promissio possessio rebellium fides | molendinus,r
